Name,Family,Series,# of CPU Cores,# of Threads,Base Clock,Max. Boost Clock,L3 Cache,Default TDP,CPU Socket,Graphics Model,Graphics Core Count,Launch Date,manufacturer
,A-Series,A6-Series APU for Desktops,2,,3.5 GHz,Up to 3.8 GHz,,65W,AM4,Radeon™ R5 Series,6,"Channel: 7/27/2017, OEM: 9/5/2016",AMD
,A-Series,A6-Series APU for Desktops,2,,3.7 GHz,Up to 4 GHz,,65W,FM2+,AMD Radeon™ R5 Graphics,4,,AMD
,A-Series,A6-Series APU for Desktops,2,2,3.5 GHz,Up to 3.9 GHz,,65W,FM2+,AMD Radeon™ R5 Graphics,4,,AMD
,A-Series,A6-Series APU for Desktops,2,2,4 GHz,Up to 4.2 GHz,,65W,FM2,AMD Radeon™ HD 8470D,,,AMD
,A-Series,A6-Series APU for Desktops,2,2,3.9 GHz,Up to 4.1 GHz,,65W,FM2,AMD Radeon™ HD 8470D,,,AMD
,A-Series,A6-Series APU for Laptops,4,4,2.4 GHz,Up to 2.4 GHz,,15W,FT3b,AMD Radeon™ R4 Graphics,,,AMD
,A-Series,A6-Series APU for Desktops,4,4,2 GHz,,,25W,FT3,AMD Radeon™ HD 8400,,,AMD
,A-Series,A6-Series APU for Laptops,2,,2.6 GHz,Up to 3.1 GHz,,15W,,AMD Radeon™ R4 Graphics,3,2Q18,AMD
,A-Series,A6-Series APU for Laptops,2,2,1.8 GHz,Up to 2.7 GHz,,6W,FT4,Radeon™ R5 Graphics,3,,AMD
,A-Series,A6-Series APU for Laptops,2,,2.5 GHz,Up to 2.9 GHz,,15W,,AMD Radeon™ R5 Graphics,3,Q217,AMD
,A-Series,A6-Series APU for Laptops,2,,2.4 GHz,Up to 2.8 GHz,,15W,,AMD Radeon™ R4 Graphics,3,Q216,AMD
,A-Series,A6-Series APU for Laptops,2,2,2.2 GHz,Up to 3 GHz,,17W,FT3,AMD Radeon™ R4 Graphics,3,,AMD
,A-Series,A6-Series APU for Laptops,2,2,2.9 GHz,Up to 3.5 GHz,,35W,FS1r2,AMD Radeon™ HD 8450G,,,AMD
,FX-Series,FX-Series Processors for Laptops,4,4,2.1 GHz,Up to 3.4 GHz,,15W,FP4,AMD Radeon™ R7 Graphics,8,,AMD
,FX-Series,FX-Series Processors for Laptops,4,4,2.7 GHz,Up to 3.6 GHz,,35W,FP3,AMD Radeon™ R7 Graphics,8,,AMD
,FX-Series,FX-Series Processors for Laptops,4,4,2.1 GHz,Up to 3.3 GHz,,20W,FP3,AMD Radeon™ R7 Graphics,6,,AMD
,FX-Series,FX-Series Processors for AIOs,4,4,2.1 GHz,Up to 3.4 GHz,,,FP4,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A12-Series APU for Desktops,4,,3.1 GHz,Up to 3.8 GHz,,35W,AM4,Radeon™ R7 Series,8,9/5/2016,AMD
,A-Series,A12-Series APU for Desktops,4,,3.8 GHz,Up to 4.2 GHz,,65W,AM4,Radeon™ R7 Series,8,"Channel: 7/27/2017, OEM: 9/5/2016",AMD
,A-Series,A12-Series APU for Laptops,4,,2.8 GHz,Up to 3.5 GHz,,35W,FP4,AMD Radeon™ R7 Graphics,6,Q216,AMD
,A-Series,A12-Series APU for Laptops,4,,2.5 GHz,Up to 3.4 GHz,,15W,FP4,AMD Radeon™ R7 Graphics,6,Q216,AMD
,PRO A-Series,PRO A-Series A12 APU for Desktops,4,,3.1 GHz,Up to 3.8 GHz,,35W,AM4,R7,8,10/3/2016,AMD
,PRO A-Series,PRO A-Series A12 APU for Desktops,4,,3.8 GHz,Up to 4.2 GHz,,65W,AM4,R7,8,10/3/2016,AMD
,PRO A-Series,PRO A-Series A12 APU for Desktops,4,,2.9 GHz,Up to 3.8 GHz,,35W,AM4,R7,8,,AMD
,PRO A-Series,PRO A-Series A12 APU for Desktops,4,,3.7 GHz,Up to 4.2 GHz,,65W,AM4,R7,8,3Q 2016,AMD
,PRO A-Series,PRO A-Series A12 APU for Laptops,4,,3 GHz,Up to 3.7 GHz,,35W,FP4,R7,8,10/24/2016,AMD
,PRO A-Series,PRO A-Series A12 APU for Laptops,4,,2.7 GHz,Up to 3.6 GHz,,15W,FP4,R7,8,10/24/2016,AMD
,PRO A-Series,PRO A-Series A12 APU for Laptops,4,,2.5 GHz,Up to 3.4 GHz,,,FP4,R7,6,Q3 2016,AMD
,PRO A-Series,PRO A-Series A12 APU for Laptops,4,4,2.1 GHz,Up to 3.4 GHz,,15W,FP4,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A10-Series APU for Desktops,4,,3 GHz,Up to 3.5 GHz,,35W,AM4,Radeon™ R7 Series,6,9/5/2016,AMD
,A-Series,A10-Series APU for Desktops,4,,3.5 GHz,Up to 3.8 GHz,,65W,AM4,Radeon™ R7 Series,6,"Channel: 7/27/2017, OEM: 9/5/2016",AMD
,A-Series,A10-Series APU for Desktops,4,,4.1 GHz,Up to 4.3 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A10-Series APU for Desktops,4,4,3.9 GHz,Up to 4.1 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A10-Series APU for Desktops,4,,3.9 GHz,Up to 4.1 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A10-Series APU for Desktops,4,4,3.6 GHz,Up to 4 GHz,,65W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A10-Series APU for Desktops,4,4,3.6 GHz,Up to 4 GHz,,65W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A10-Series APU for Desktops,4,4,3.7 GHz,Up to 4 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A10-Series APU for Desktops,4,4,3.5 GHz,Up to 3.9 GHz,,,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,A-Series,A10-Series APU for Desktops,4,4,3.4 GHz,Up to 3.8 GHz,,,FM2+,AMD Radeon™ R7 Graphics,6,,AMD
,A-Series,A10-Series APU for Desktops,4,4,4.1 GHz,Up to 4.4 GHz,,100W,FM2,AMD Radeon™ HD 8670D,,,AMD
,A-Series,A10-Series APU for Desktops,4,4,4 GHz,Up to 4.3 GHz,,100W,FM2,AMD Radeon™ HD 8670D,,,AMD
,A-Series,A10-Series APU for Desktops,4,4,2.5 GHz,Up to 3.5 GHz,,45W,FM2,AMD Radeon™ HD 8650D,,,AMD
,A-Series,A10-Series APU for Desktops,4,4,3.7 GHz,Up to 4.3 GHz,,65W,FM2,AMD Radeon™ HD 8670D,,,AMD
,A-Series,A10-Series APU for Laptops,4,,2.6 GHz,Up to 3.3 GHz,,35W,FP4,AMD Radeon™ R5 Graphics,6,Q216,AMD
,A-Series,A10-Series APU for Laptops,4,,2.4 GHz,Up to 3.3 GHz,,15W,FP4,AMD Radeon™ R5 Graphics,6,Q216,AMD
,A-Series,A10-Series APU for Laptops,4,4,1.8 GHz,Up to 3.2 GHz,,15W,FP4,AMD Radeon™ R6 Graphics,6,,AMD
,A-Series,A10-Series APU for Laptops,4,4,2.5 GHz,Up to 3.4 GHz,,35W,FP3,AMD Radeon™ R6 Graphics,6,,AMD
,A-Series,A10-Series APU for Laptops,4,4,1.9 GHz,Up to 3.2 GHz,,20W,FP3,AMD Radeon™ R6 Graphics,6,,AMD
,A-Series,A10-Series APU for Laptops,4,4,2.2 GHz,,,4.5W,FT3b,AMD Radeon™ R6 Graphics,,,AMD
,A-Series,A10-Series APU for AIOs,4,4,1.8 GHz,Up to 3.2 GHz,,,FP4,AMD Radeon™ R6 Graphics,6,,AMD
,PRO A-Series,PRO A-Series A10 APU for Desktops,4,,3 GHz,Up to 3.5 GHz,,35W,AM4,R7,6,10/3/2016,AMD
,PRO A-Series,PRO A-Series A10 APU for Desktops,4,,3.5 GHz,Up to 3.8 GHz,,65W,AM4,R7,6,10/3/2016,AMD
,PRO A-Series,PRO A-Series A10 APU for Desktops,4,4,3.9 GHz,Up to 4.1 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,PRO A-Series,PRO A-Series A10 APU for Desktops,4,,2.8 GHz,Up to 3.5 GHz,,35W,AM4,R7,6,3Q 2016,AMD
,PRO A-Series,PRO A-Series A10 APU for Desktops,4,,3.5 GHz,Up to 3.8 GHz,,65W,AM4,R7,6,3Q 2016,AMD
,PRO A-Series,PRO A-Series A10 APU for Desktops,4,4,3.6 GHz,Up to 4 GHz,,65W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,PRO A-Series,PRO A-Series A10 APU for Desktops,4,4,3.7 GHz,Up to 4 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,PRO A-Series,PRO A-Series A10 APU for Desktops,4,4,3.5 GHz,Up to 3.9 GHz,,65W,FM2+,AMD Radeon™ R7 Graphics,8,,AMD
,PRO A-Series,PRO A-Series A10 APU for Laptops,4,,2.8 GHz,Up to 3.5 GHz,,35W,FP4,R7,6,10/24/2016,AMD
,PRO A-Series,PRO A-Series A10 APU for Laptops,4,,2.5 GHz,Up to 3.4 GHz,,15W,FP4,R7,6,10/24/2016,AMD
,PRO A-Series,PRO A-Series A10 APU for Laptops,4,,2.4 GHz,Up to 3.3 GHz,,,FP4,R5,6,Q3 2016,AMD
,PRO A-Series,PRO A-Series A10 APU for Laptops,4,4,1.8 GHz,Up to 3.2 GHz,,15W,FP4,AMD Radeon™ R6 Graphics,6,,AMD
,PRO A-Series,PRO A-Series A10 APU for Laptops,4,4,2.1 GHz,Up to 3.3 GHz,,19W,FP3,AMD Radeon™ R6 Graphics,6,,AMD
,A-Series,Business Class - Quad-Core A10-Series APU for Desktops,4,4,4.1 GHz,Up to 4.4 GHz,,45W,FM2,AMD Radeon™ HD 8670D,,,AMD
,A-Series,Business Class - Quad-Core A10-Series APU for Desktops,4,4,4 GHz,Up to 4.3 GHz,,45W,FM2,AMD Radeon™ HD 8670D,,,AMD
,A-Series,A9-Series APU for Laptops,2,,3.1 GHz,Up to 3.7 GHz,,15W,,AMD Radeon™ R5 Graphics,3,2Q18,AMD
,A-Series,A9-Series APU for Laptops,2,,3 GHz,Up to 3.6 GHz,,15W,,AMD Radeon™ R5 Graphics,3,Q217,AMD
,A-Series,A9-Series APU for Laptops,2,,2.9 GHz,Up to 3.5 GHz,,10-25/25W,,AMD Radeon™ R5 Graphics,3,Q216,AMD
,A-Series,A8-Series APU for Desktops,4,,3.1 GHz,Up to 3.4 GHz,,65W,AM4,Radeon™ R7 Series,6,"Channel: 7/27/2017, OEM: 9/5/2016",AMD
,A-Series,A8-Series APU for Desktops,4,4,3.6 GHz,Up to 3.9 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,6,,AMD
,A-Series,A8-Series APU for Desktops,4,4,3.3 GHz,Up to 3.8 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,6,,AMD
,A-Series,A8-Series APU for Desktops,4,4,3.3 GHz,Up to 3.8 GHz,,95W,FM2+,AMD Radeon™ R7 Graphics,6,,AMD
,A-Series,A8-Series APU for Desktops,4,4,3.1 GHz,Up to 3.8 GHz,,65W,FM2+,AMD Radeon™ R7 Graphics,6,,AMD
,A-Series,A8-Series APU for Desktops,4,4,3.9 GHz,Up to 4.2 GHz,,65W,FM2,AMD Radeon™ HD 8570D,,,AMD
,A-Series,A8-Series APU for Desktops,4,4,2.1 GHz,Up to 3.1 GHz,,45W,FM2,AMD Radeon™ HD 8550D,,,AMD
,A-Series,A8-Series APU for Desktops,4,4,3.5 GHz,Up to 4.1 GHz,,65W,FM2,AMD Radeon™ HD 8570D,,,AMD
,A-Series,A8-Series APU for Laptops,4,4,1.6 GHz,Up to 3 GHz,,15W,FP4,AMD Radeon™ R6 Graphics,6,,AMD
,A-Series,A8-Series APU for Laptops,4,4,2.2 GHz,Up to 2.5 GHz,,15W,FP4,AMD Radeon™ R5 Graphics,,,AMD
,A-Series,A8-Series APU for Laptops,4,4,2.4 GHz,Up to 3.3 GHz,,100W,FP3,AMD Radeon™ R5 Graphics,4,,AMD
,A-Series,A8-Series APU for Laptops,4,4,1.8 GHz,Up to 3 GHz,,20W,FP3,AMD Radeon™ R5 Graphics,4,,AMD
,A-Series,A8-Series APU for AIOs,4,4,1.6 GHz,Up to 3 GHz,,,FP4,AMD Radeon™ R6 Graphics,6,,AMD
,A-Series,A8-Series APU for Laptops,4,4,2 GHz,Up to 2.4 GHz,,15W,FT3b,AMD Radeon™ R5 Graphics,,,AMD
,PRO A-Series,PRO A-Series A8 APU for Desktops,4,,3.1 GHz,Up to 3.4 GHz,,65W,AM4,R7,6,10/3/2016,AMD
,PRO A-Series,PRO A-Series A8 APU for Desktops,4,4,3.2 GHz,Up to 3.9 GHz,,65W,FM2+,AMD Radeon™ R7 Graphics,6,,AMD
,PRO A-Series,PRO A-Series A8 APU for Desktops,4,4,3.1 GHz,Up to 3.8 GHz,,65W,FM2+,AMD Radeon™ R7 Graphics,6,,AMD
,PRO A-Series,PRO A-Series A8 APU for Laptops,4,,2.6 GHz,Up to 3.3 GHz,,35W,FP4,R5,6,10/24/2016,AMD
,PRO A-Series,PRO A-Series A8 APU for Laptops,4,,2.4 GHz,Up to 3.3 GHz,,15W,FP4,R5,6,10/24/2016,AMD
,PRO A-Series,PRO A-Series A8 APU for Laptops,4,4,1.6 GHz,Up to 3 GHz,,15W,FP4,AMD Radeon™ R6 Graphics,6,,AMD
,PRO A-Series,PRO A-Series A8 APU for Laptops,4,4,1.9 GHz,Up to 3.2 GHz,,100W,FP3,AMD Radeon™ R5 Graphics,6,,AMD
,A-Series,Business Class - Quad-Core A8-Series APU for Desktops,4,4,3.5 GHz,Up to 4.1 GHz,,65W,FM2,AMD Radeon™ HD 8570D,,,AMD
,A-Series,A6-Series APU for Desktops,2,,3.8 GHz,Up to 4 GHz,,65W,AM4,Radeon™ R5 Series,6,7/27/2017,AMD
,A-Series,A6-Series APU for Desktops,2,,3 GHz,Up to 3.4 GHz,,35W,AM4,Radeon™ R5 Series,4,"Channel: 7/27/2017, OEM: 9/5/2016",AMD
,A-Series,A6-Series APU for Desktops,2,,3.5 GHz,Up to 3.8 GHz,,65W,AM4,Radeon™ R5 Series,6,"Channel: 7/27/2017, OEM: 9/5/2016",AMD
,A-Series,A6-Series APU for Desktops,2,,3.7 GHz,Up to 4 GHz,,65W,FM2+,AMD Radeon™ R5 Graphics,4,,AMD
,A-Series,A6-Series APU for Desktops,2,2,3.5 GHz,Up to 3.9 GHz,,65W,FM2+,AMD Radeon™ R5 Graphics,4,,AMD
,A-Series,A6-Series APU for Desktops,2,2,4 GHz,Up to 4.2 GHz,,65W,FM2,AMD Radeon™ HD 8470D,,,AMD
,A-Series,A6-Series APU for Desktops,2,2,3.9 GHz,Up to 4.1 GHz,,65W,FM2,AMD Radeon™ HD 8470D,,,AMD
,A-Series,A6-Series APU for Laptops,4,4,2.4 GHz,Up to 2.4 GHz,,15W,FT3b,AMD Radeon™ R4 Graphics,,,AMD
,A-Series,A6-Series APU for Desktops,4,4,2 GHz,,,25W,FT3,AMD Radeon™ HD 8400,,,AMD
,A-Series,A6-Series APU for Laptops,2,,2.6 GHz,Up to 3.1 GHz,,15W,,AMD Radeon™ R4 Graphics,3,2Q18,AMD
,A-Series,A6-Series APU for Laptops,2,2,1.8 GHz,Up to 2.7 GHz,,6W,FT4,Radeon™ R5 Graphics,3,,AMD
,A-Series,A6-Series APU for Laptops,2,,2.5 GHz,Up to 2.9 GHz,,15W,,AMD Radeon™ R5 Graphics,3,Q217,AMD
,A-Series,A6-Series APU for Laptops,2,,2.4 GHz,Up to 2.8 GHz,,15W,,AMD Radeon™ R4 Graphics,3,Q216,AMD
,A-Series,A6-Series APU for Laptops,2,2,2.2 GHz,Up to 3 GHz,,17W,FT3,AMD Radeon™ R4 Graphics,3,,AMD
,A-Series,A6-Series APU for Laptops,2,2,2.9 GHz,Up to 3.5 GHz,,35W,FS1r2,AMD Radeon™ HD 8450G,,,AMD
,A-Series,A6-Series APU for Laptops,4,4,2 GHz,,,25W,FT3,AMD Radeon™ HD 8400,,,AMD
,A-Series,A6-Series APU for Laptops,2,2,1.6 GHz,Up to 3 GHz,,15W,FP4,AMD Radeon™ R5 Graphics,4,,AMD
,A-Series,A6-Series APU for Laptops,4,4,2 GHz,Up to 2.4 GHz,,15W,FP4,AMD Radeon™ R4 Graphics,,,AMD
,PRO A-Series,PRO A-Series A6 APU for Desktops,2,,3 GHz,Up to 3.4 GHz,,35W,AM4,R5,4,10/3/2016,AMD
,PRO A-Series,PRO A-Series A6 APU for Desktops,2,,3.5 GHz,Up to 3.8 GHz,,65W,AM4,R5,6,10/3/2016,AMD
,PRO A-Series,PRO A-Series A6 APU for Desktops,2,,3 GHz,Up to 3.4 GHz,,35W,AM4,R5,4,,AMD
,PRO A-Series,PRO A-Series A6 APU for Desktops,2,,3.5 GHz,Up to 3.8 GHz,,65W,AM4,R5,6,,AMD
,PRO A-Series,PRO A-Series A6 APU for Desktops,2,2,3.7 GHz,Up to 4 GHz,,65W,FM2+,AMD Radeon™ R5 Graphics,4,,AMD
,PRO A-Series,PRO A-Series A6 APU for Desktops,2,2,3.5 GHz,Up to 3.9 GHz,,65W,FM2+,AMD Radeon™ R5 Graphics,4,,AMD
,PRO A-Series,PRO A-Series A6 APU for Laptops,2,,2.3 GHz,Up to 3.2 GHz,,15W,FP4,R5,4,10/24/2016,AMD
,PRO A-Series,PRO A-Series A6 APU for Laptops,2,,3.1 GHz,Up to 3.7 GHz,,15W,,AMD Radeon™ R5 Graphics,3,Q1 2020,AMD
,PRO A-Series,PRO A-Series A6 APU for Laptops,2,,3 GHz,Up to 3.6 GHz,,15W,,AMD Radeon™ R5 Graphics,3,Q1 2018,AMD
,PRO A-Series,PRO A-Series A6 APU for Laptops,2,,2.3 GHz,Up to 3.2 GHz,,,FP4,R5,4,Q3 2016,AMD
,PRO A-Series,PRO A-Series A6 APU for Laptops,2,4,1.6 GHz,Up to 3 GHz,,15W,FP4,AMD Radeon™ R5 Graphics,4,,AMD
,PRO A-Series,PRO A-Series A6 APU for Laptops,2,2,2.2 GHz,Up to 3 GHz,,100W,FP3,AMD Radeon™ R4 Graphics,3,,AMD
,A-Series,Business Class - Dual-Core A6-Series APU for Desktops,2,2,4 GHz,Up to 4.2 GHz,,65W,FM2,AMD Radeon™ HD 8470D,,,AMD
,A-Series,Business Class - Dual-Core A6-Series APU for Desktops,2,2,3.9 GHz,Up to 4.1 GHz,,65W,FM2,AMD Radeon™ HD 8470D,,,AMD
,A-Series,A4-Series APU for Desktops,2,2,3.8 GHz,Up to 4 GHz,,65W,FM2,AMD Radeon™ HD 8470D,,,AMD
,A-Series,A4-Series APU for Desktops,2,2,3.8 GHz,Up to 4 GHz,,65W,FM2,AMD Radeon™ HD 8370D,,,AMD
,A-Series,A4-Series APU for Desktops,2,2,3.7 GHz,Up to 3.9 GHz,,65W,FM2,AMD Radeon™ HD 8370D,,,AMD
,A-Series,A4-Series APU for Laptops,2,,2.3 GHz,Up to 2.6 GHz,,15W,,AMD Radeon™ R3 Graphics,2,2Q18,AMD
,A-Series,A4-Series APU for Laptops,2,2,1.6 GHz,Up to 2.4 GHz,,6W,FT4,Radeon™ R4 Graphics,3,,AMD
,A-Series,A4-Series APU for Laptops,2,,2.2 GHz,Up to 2.5 GHz,,15W,,AMD Radeon™ R3 Graphics,2,Q217,AMD
,A-Series,A4-Series APU for Laptops,4,4,1.8 GHz,Up to 2.2 GHz,,65W,FT3b,AMD Radeon™ R3 Graphics,,,AMD
,A-Series,A4-Series APU for Laptops,4,4,1.6 GHz,,,4.5W,FT3b,AMD Radeon™ R3 Graphics,,,AMD
,A-Series,A4-Series APU for Laptops,4,4,1.8 GHz,,,15W,FT3b,AMD Radeon™ R3 Graphics,,,AMD
,A-Series,A4-Series APU for Laptops,4,4,1.55 GHz,,,15W,FT3,AMD Radeon™ HD 8330,,,AMD
,A-Series,A4-Series APU for Laptops,4,4,1.5 GHz,,,15W,FT3,AMD Radeon™ HD 8330,,,AMD
,PRO A-Series,PRO A-Series A4 APU for Desktops,2,2,3.5 GHz,Up to 3.9 GHz,,65W,FM2+,AMD Radeon™ R5 Graphics,4,,AMD
,PRO A-Series,PRO A-Series A4 APU for Desktops,2,2,3.4 GHz,Up to 3.8 GHz,,65W,FM2+,AMD Radeon™ R5 Graphics,3,,AMD
,PRO A-Series,PRO A-Series A4 APU for Desktops,2,2,3.8 GHz,Up to 4 GHz,,65W,FM2,AMD Radeon™ HD 8470D,,,AMD
,PRO A-Series,PRO A-Series A4 APU for Laptops,2,,3 GHz,Up to 3.6 GHz,,15W,,AMD Radeon™ R5 Graphics,3,Q1 2020,AMD
,PRO A-Series,PRO A-Series A4 APU for Laptops,2,,2.5 GHz,Up to 2.9 GHz,,15W,,AMD Radeon™ R4 Graphics,3,Q1 2018,AMD
,PRO A-Series,PRO A-Series A4 APU for Laptops,4,4,2 GHz,Up to 2.4 GHz,,15W,FT3b,AMD Radeon™ R4 Graphics,2,Q2 2016,AMD
,PRO A-Series,PRO A-Series A4 APU for Laptops,4,4,2.2 GHz,,,25W,FT3,AMD Radeon™ HD 8240 Graphics,2,,AMD
,Athlon,Athlon 5000 Series,4,4,2.2 GHz,,,25W,AM1,AMD Radeon™ R3 Graphics,,,AMD
,Athlon,Athlon 5000 Series,4,4,2.05 GHz,,,25W,AM1,AMD Radeon™ R3 Graphics,,,AMD
,Athlon,Athlon 5000 Series,4,4,1.6 GHz,,,25W,AM1,AMD Radeon™ R3 Graphics,,,AMD
,Sempron,Sempron Quad-Core APU,4,4,1.3 GHz,,,25W,AM1,AMD Radeon™ R3 Graphics,,,AMD
,Sempron,Sempron Dual-Core APU,2,2,1.45 GHz,,,25W,AM1,AMD Radeon™ R3 Graphics,,,AMD
,E-Series,E2-Series APU for Laptops,2,,2 GHz,Up to 2.2 GHz,,15W,,AMD Radeon™ R5 Graphics,2,Q217,AMD
,E-Series,E2-Series APU for Laptops,4,4,1.5 GHz,,,15W,FT3b,AMD Radeon™ R2 Graphics,,,AMD
,E-Series,E2-Series APU for Laptops,4,4,1.3 GHz,,,15W,FT3,AMD Radeon™ HD 8280,,,AMD
,E-Series,E2-Series APU for Laptops,2,2,1.65 GHz,,,15W,FT3,AMD Radeon™ HD 8280,,,AMD
,E-Series,E2-Series APU for Laptops,4,4,1.8 GHz,Up to 1.8 GHz,,65W,FT3b,AMD Radeon™ R2 Graphics,,,AMD
,E-Series,E1-Series APU for Laptops,2,2,1.5 GHz,Up to 1.5 GHz,,10W,FP4,AMD Radeon™ R2 Graphics,,,AMD
,E-Series,E1-Series APU for Laptops,2,2,1.4 GHz,,,3.95W,FT3b,AMD Radeon™ R2 Graphics,,,AMD
,E-Series,E1-Series APU for Laptops,2,2,1.35 GHz,,,10W,FT3b,AMD Radeon™ R2 Graphics,,,AMD
,E-Series,E1-Series APU for Laptops,2,2,1.4 GHz,,,15W,FT3,AMD Radeon™ HD 8240,,,AMD
,E-Series,E1-Series APU for Laptops,2,2,1 GHz,,,9W,FT3,AMD Radeon™ HD 8210,,,AMD
,E-Series,E1-Series APU for Laptops,2,2,1 GHz,,,9W,FT3,AMD Radeon™ HD 8210,,,AMD
,Athlon,Athlon X4,4,4,3.8 GHz,Up to 4 GHz,,65W,AM4,Discrete Graphics Card Required,,7/27/2017,AMD
,Athlon,Athlon X4,4,4,3.5 GHz,Up to 3.8 GHz,,,AM4,Discrete Graphics Card Required,,7/27/2017,AMD
,Athlon,Athlon X4,4,4,3.2 GHz,Up to 3.6 GHz,,,AM4,Discrete Graphics Card Required,,7/27/2017,AMD
,Athlon,Athlon X4,4,,4 GHz,Up to 4.2 GHz,,95W,FM2+,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon X4,4,4,3.9 GHz,Up to 4.1 GHz,,95W,FM2+,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon X4,4,4,3.7 GHz,Up to 4 GHz,,95W,FM2+,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon X4,4,4,3.7 GHz,Up to 4 GHz,,95W,FM2+,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon X4,4,4,3.5 GHz,Up to 3.8 GHz,,,FM2+,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon X4,4,4,3.8 GHz,Up to 4.1 GHz,,100W,FM2,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon X4,4,4,3.4 GHz,Up to 4 GHz,,100W,FM2,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon X4,4,,3.4 GHz,Up to 4 GHz,,65W,FM2,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon X4,4,4,3.2 GHz,Up to 3.7 GHz,,65W,FM2,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon II X4,4,4,2.8 GHz,,,100W,FM1 uPGA,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon II X4,4,4,2.7 GHz,,,65W,FM1 uPGA,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon II X4,4,4,2.6 GHz,,,65W,FM1 uPGA,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon II X4,4,4,2.6 GHz,,,100W,FM1 uPGA,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon II X4,4,4,2.7 GHz,,,45W,AM3,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon II X3,3,3,3.4 GHz,,,95W,AM3,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon II X3,3,3,2.7 GHz,,,45W,AM3,Discrete Graphics Card Required,,,AMD
,Athlon,Athlon II X2,2,2,3.1 GHz,,,45W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X6,6,6,3.5 GHz,,6 MB,95W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X6,,,2.7 GHz,Up to 3.2 GHz,6 MB,95W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X4 Black,4,4,3.7 GHz,,6 MB,125W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X4 Black,4,4,3.6 GHz,,6 MB,125W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X4 Black,4,4,3.4 GHz,,,80W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X4 Black,4,4,3 GHz,Up to 3.4 GHz,,95W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X4,4,4,3.3 GHz,,,95W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X4,4,4,3.2 GHz,,,95W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X2 Black,2,2,4 GHz,,6 MB,80W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X2 Black,2,2,3.2 GHz,,,80W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II X2 Black,2,2,3.4 GHz,,6 MB,80W,AM3,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II Black Edition Quad-Core Mobile Processors,4,4,2.4 GHz,,,45W,S1,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II Quad-Core Mobile Processors,4,4,2.2 GHz,,,35W,S1,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II Quad-Core Mobile Processors,4,4,1.8 GHz,,,35W,S1,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II Triple-Core Mobile Processors,3,3,2.3 GHz,,,35W,AM2+,Discrete Graphics Card Required,,,AMD
,Phenom,Phenom™ II Triple-Core Mobile Processors,3,3,2 GHz,,,35W,AM2+,Discrete Graphics Card Required,,,AMD
